colour	y	x	label	showSelected1
#0000FF	0.0787028293032199	11.6069295281079	Tail	1
#0000FF	0.0787028293032199	11.6069295281079	Tail	2
#0000FF	0.17341842035763	11.4653222429566	Tail	2
#0000FF	0.0787028293032199	11.6069295281079	Tail	3
#0000FF	0.17341842035763	11.4653222429566	Tail	3
#0000FF	0.0193305147020146	10.8678556054365	Tail	3
#0000FF	0.0787028293032199	11.6069295281079	Tail	4
#0000FF	0.17341842035763	11.4653222429566	Tail	4
#0000FF	0.0193305147020146	10.8678556054365	Tail	4
#000000	0.425036191348918	10.7463260545395	Head	4
#0000FF	0.0787028293032199	11.6069295281079	Tail	5
#0000FF	0.17341842035763	11.4653222429566	Tail	5
#0000FF	0.0193305147020146	10.8678556054365	Tail	5
#000000	0.425036191348918	10.7463260545395	Head	5
#000000	0.226937612509355	14.0723948930856	Head	5
#0000FF	0.0787028293032199	11.6069295281079	Tail	6
#0000FF	0.17341842035763	11.4653222429566	Tail	6
#0000FF	0.0193305147020146	10.8678556054365	Tail	6
#000000	0.425036191348918	10.7463260545395	Head	6
#000000	0.226937612509355	14.0723948930856	Head	6
#FF0000	0.154489660393447	13.9112397619523	Stand	6
#0000FF	0.0787028293032199	11.6069295281079	Tail	7
#0000FF	0.17341842035763	11.4653222429566	Tail	7
#0000FF	0.0193305147020146	10.8678556054365	Tail	7
#000000	0.425036191348918	10.7463260545395	Head	7
#000000	0.226937612509355	14.0723948930856	Head	7
#FF0000	0.154489660393447	13.9112397619523	Stand	7
#000000	0.222766668293625	12.1719451835379	Head	7
#0000FF	0.0787028293032199	11.6069295281079	Tail	8
#0000FF	0.17341842035763	11.4653222429566	Tail	8
#0000FF	0.0193305147020146	10.8678556054365	Tail	8
#000000	0.425036191348918	10.7463260545395	Head	8
#000000	0.226937612509355	14.0723948930856	Head	8
#FF0000	0.154489660393447	13.9112397619523	Stand	8
#000000	0.222766668293625	12.1719451835379	Head	8
#000000	0.0583106875326484	10.120242829714	Head	8
#0000FF	0.0787028293032199	11.6069295281079	Tail	9
#0000FF	0.17341842035763	11.4653222429566	Tail	9
#0000FF	0.0193305147020146	10.8678556054365	Tail	9
#000000	0.425036191348918	10.7463260545395	Head	9
#000000	0.226937612509355	14.0723948930856	Head	9
#FF0000	0.154489660393447	13.9112397619523	Stand	9
#000000	0.222766668293625	12.1719451835379	Head	9
#000000	0.0583106875326484	10.120242829714	Head	9
#0000FF	0.496392968567088	8.3622702091001	Tail	9
#0000FF	0.0787028293032199	11.6069295281079	Tail	10
#0000FF	0.17341842035763	11.4653222429566	Tail	10
#0000FF	0.0193305147020146	10.8678556054365	Tail	10
#000000	0.425036191348918	10.7463260545395	Head	10
#000000	0.226937612509355	14.0723948930856	Head	10
#FF0000	0.154489660393447	13.9112397619523	Stand	10
#000000	0.222766668293625	12.1719451835379	Head	10
#000000	0.0583106875326484	10.120242829714	Head	10
#0000FF	0.496392968567088	8.3622702091001	Tail	10
#000000	0.254819822837599	9.59280886654742	Head	10
#0000FF	0.0787028293032199	11.6069295281079	Tail	11
#0000FF	0.17341842035763	11.4653222429566	Tail	11
#0000FF	0.0193305147020146	10.8678556054365	Tail	11
#000000	0.425036191348918	10.7463260545395	Head	11
#000000	0.226937612509355	14.0723948930856	Head	11
#FF0000	0.154489660393447	13.9112397619523	Stand	11
#000000	0.222766668293625	12.1719451835379	Head	11
#000000	0.0583106875326484	10.120242829714	Head	11
#0000FF	0.496392968567088	8.3622702091001	Tail	11
#000000	0.254819822837599	9.59280886654742	Head	11
#000000	0.180044256607071	14.9558235669509	Head	11
#0000FF	0.0787028293032199	11.6069295281079	Tail	12
#0000FF	0.17341842035763	11.4653222429566	Tail	12
#0000FF	0.0193305147020146	10.8678556054365	Tail	12
#000000	0.425036191348918	10.7463260545395	Head	12
#000000	0.226937612509355	14.0723948930856	Head	12
#FF0000	0.154489660393447	13.9112397619523	Stand	12
#000000	0.222766668293625	12.1719451835379	Head	12
#000000	0.0583106875326484	10.120242829714	Head	12
#0000FF	0.496392968567088	8.3622702091001	Tail	12
#000000	0.254819822837599	9.59280886654742	Head	12
#000000	0.180044256607071	14.9558235669509	Head	12
#000000	0.1888885173155	13.1771072577219	Head	12
#0000FF	0.0787028293032199	11.6069295281079	Tail	13
#0000FF	0.17341842035763	11.4653222429566	Tail	13
#0000FF	0.0193305147020146	10.8678556054365	Tail	13
#000000	0.425036191348918	10.7463260545395	Head	13
#000000	0.226937612509355	14.0723948930856	Head	13
#FF0000	0.154489660393447	13.9112397619523	Stand	13
#000000	0.222766668293625	12.1719451835379	Head	13
#000000	0.0583106875326484	10.120242829714	Head	13
#0000FF	0.496392968567088	8.3622702091001	Tail	13
#000000	0.254819822837599	9.59280886654742	Head	13
#000000	0.180044256607071	14.9558235669509	Head	13
#000000	0.1888885173155	13.1771072577219	Head	13
#0000FF	0.06223827669397	9.16556412559003	Tail	13
#0000FF	0.0787028293032199	11.6069295281079	Tail	14
#0000FF	0.17341842035763	11.4653222429566	Tail	14
#0000FF	0.0193305147020146	10.8678556054365	Tail	14
#000000	0.425036191348918	10.7463260545395	Head	14
#000000	0.226937612509355	14.0723948930856	Head	14
#FF0000	0.154489660393447	13.9112397619523	Stand	14
#000000	0.222766668293625	12.1719451835379	Head	14
#000000	0.0583106875326484	10.120242829714	Head	14
#0000FF	0.496392968567088	8.3622702091001	Tail	14
#000000	0.254819822837599	9.59280886654742	Head	14
#000000	0.180044256607071	14.9558235669509	Head	14
#000000	0.1888885173155	13.1771072577219	Head	14
#0000FF	0.06223827669397	9.16556412559003	Tail	14
#000000	0.277982030869462	13.833042809926	Head	14
#0000FF	0.0787028293032199	11.6069295281079	Tail	15
#0000FF	0.17341842035763	11.4653222429566	Tail	15
#0000FF	0.0193305147020146	10.8678556054365	Tail	15
#000000	0.425036191348918	10.7463260545395	Head	15
#000000	0.226937612509355	14.0723948930856	Head	15
#FF0000	0.154489660393447	13.9112397619523	Stand	15
#000000	0.222766668293625	12.1719451835379	Head	15
#000000	0.0583106875326484	10.120242829714	Head	15
#0000FF	0.496392968567088	8.3622702091001	Tail	15
#000000	0.254819822837599	9.59280886654742	Head	15
#000000	0.180044256607071	14.9558235669509	Head	15
#000000	0.1888885173155	13.1771072577219	Head	15
#0000FF	0.06223827669397	9.16556412559003	Tail	15
#000000	0.277982030869462	13.833042809926	Head	15
#000000	0.229317797455005	14.1093555517029	Head	15
#0000FF	0.0787028293032199	11.6069295281079	Tail	16
#0000FF	0.17341842035763	11.4653222429566	Tail	16
#0000FF	0.0193305147020146	10.8678556054365	Tail	16
#000000	0.425036191348918	10.7463260545395	Head	16
#000000	0.226937612509355	14.0723948930856	Head	16
#FF0000	0.154489660393447	13.9112397619523	Stand	16
#000000	0.222766668293625	12.1719451835379	Head	16
#000000	0.0583106875326484	10.120242829714	Head	16
#0000FF	0.496392968567088	8.3622702091001	Tail	16
#000000	0.254819822837599	9.59280886654742	Head	16
#000000	0.180044256607071	14.9558235669509	Head	16
#000000	0.1888885173155	13.1771072577219	Head	16
#0000FF	0.06223827669397	9.16556412559003	Tail	16
#000000	0.277982030869462	13.833042809926	Head	16
#000000	0.229317797455005	14.1093555517029	Head	16
#0000FF	0.103621927546337	12.5597795314621	Tail	16
#0000FF	0.0787028293032199	11.6069295281079	Tail	17
#0000FF	0.17341842035763	11.4653222429566	Tail	17
#0000FF	0.0193305147020146	10.8678556054365	Tail	17
#000000	0.425036191348918	10.7463260545395	Head	17
#000000	0.226937612509355	14.0723948930856	Head	17
#FF0000	0.154489660393447	13.9112397619523	Stand	17
#000000	0.222766668293625	12.1719451835379	Head	17
#000000	0.0583106875326484	10.120242829714	Head	17
#0000FF	0.496392968567088	8.3622702091001	Tail	17
#000000	0.254819822837599	9.59280886654742	Head	17
#000000	0.180044256607071	14.9558235669509	Head	17
#000000	0.1888885173155	13.1771072577219	Head	17
#0000FF	0.06223827669397	9.16556412559003	Tail	17
#000000	0.277982030869462	13.833042809926	Head	17
#000000	0.229317797455005	14.1093555517029	Head	17
#0000FF	0.103621927546337	12.5597795314621	Tail	17
#000000	0.483964654025622	9.75325921191834	Head	17
#0000FF	0.0787028293032199	11.6069295281079	Tail	18
#0000FF	0.17341842035763	11.4653222429566	Tail	18
#0000FF	0.0193305147020146	10.8678556054365	Tail	18
#000000	0.425036191348918	10.7463260545395	Head	18
#000000	0.226937612509355	14.0723948930856	Head	18
#FF0000	0.154489660393447	13.9112397619523	Stand	18
#000000	0.222766668293625	12.1719451835379	Head	18
#000000	0.0583106875326484	10.120242829714	Head	18
#0000FF	0.496392968567088	8.3622702091001	Tail	18
#000000	0.254819822837599	9.59280886654742	Head	18
#000000	0.180044256607071	14.9558235669509	Head	18
#000000	0.1888885173155	13.1771072577219	Head	18
#0000FF	0.06223827669397	9.16556412559003	Tail	18
#000000	0.277982030869462	13.833042809926	Head	18
#000000	0.229317797455005	14.1093555517029	Head	18
#0000FF	0.103621927546337	12.5597795314621	Tail	18
#000000	0.483964654025622	9.75325921191834	Head	18
#0000FF	0.216784921814688	12.772602072591	Tail	18
#0000FF	0.0787028293032199	11.6069295281079	Tail	19
#0000FF	0.17341842035763	11.4653222429566	Tail	19
#0000FF	0.0193305147020146	10.8678556054365	Tail	19
#000000	0.425036191348918	10.7463260545395	Head	19
#000000	0.226937612509355	14.0723948930856	Head	19
#FF0000	0.154489660393447	13.9112397619523	Stand	19
#000000	0.222766668293625	12.1719451835379	Head	19
#000000	0.0583106875326484	10.120242829714	Head	19
#0000FF	0.496392968567088	8.3622702091001	Tail	19
#000000	0.254819822837599	9.59280886654742	Head	19
#000000	0.180044256607071	14.9558235669509	Head	19
#000000	0.1888885173155	13.1771072577219	Head	19
#0000FF	0.06223827669397	9.16556412559003	Tail	19
#000000	0.277982030869462	13.833042809926	Head	19
#000000	0.229317797455005	14.1093555517029	Head	19
#0000FF	0.103621927546337	12.5597795314621	Tail	19
#000000	0.483964654025622	9.75325921191834	Head	19
#0000FF	0.216784921814688	12.772602072591	Tail	19
#0000FF	0.245290758428164	8.86945804208517	Tail	19
#0000FF	0.0787028293032199	11.6069295281079	Tail	20
#0000FF	0.17341842035763	11.4653222429566	Tail	20
#0000FF	0.0193305147020146	10.8678556054365	Tail	20
#000000	0.425036191348918	10.7463260545395	Head	20
#000000	0.226937612509355	14.0723948930856	Head	20
#FF0000	0.154489660393447	13.9112397619523	Stand	20
